D A T E,KODEX 200,TIGER KOSDAQ150,TIGER S&P500,TIGER SYNTH-EURO STOXX 50(H),ACE Japan Nikkei225(H),TIGER CHINA A300,KOSEF 10YKTB,KBSTAR Credit,TIGER SYNTH-HY(H),KODEX Gold Futures(H),TIGER WTI Futures,KODEX INVERSE,KODEX USD Futures,KODEX USD Futures Inverse,KOSEF Enhanced Cash
7/28/22,0.0121,0.0348,0.0246,0.0253,0.025,-0.041,0.0402,0.0077,0.0142,-0.0513,-0.0819,-0.0124,0.0137,-0.0146,0.0007
7/29/22,0.0338,0.0686,0.0712,0.0435,0.0431,-0.0527,0.0464,0.011,0.0286,-0.0327,-0.1041,-0.0344,0.0026,-0.0023,0.0008
8/1/22,0.0616,0.1143,0.0937,0.081,0.0821,-0.0623,0.0283,0.0064,0.0459,-0.0224,-0.0441,-0.0582,0.0061,-0.0057,0.0011
8/2/22,0.0558,0.1081,0.0905,0.0764,0.0675,-0.0767,0.0348,0.0072,0.042,-0.0162,-0.0753,-0.0533,0.0065,-0.0079,0.0012
8/3/22,0.0632,0.1271,0.0907,0.0743,0.0722,-0.0802,0.0316,0.006,0.0424,-0.0191,-0.0707,-0.0602,0.0109,-0.0102,0.0015
8/4/22,0.0683,0.1554,0.0873,0.084,0.0702,-0.083,0.0315,0.006,0.0434,-0.0263,-0.1398,-0.0641,0.0113,-0.0102,0.0017
8/5/22,0.0585,0.1164,0.0817,0.0777,0.066,-0.0735,0.023,0.0066,0.0474,-0.014,-0.1558,-0.0571,0.0004,0.0011,0.0017
8/8/22,0.054,0.0939,0.0677,0.0739,0.0616,-0.0648,0.0188,0.0027,0.0427,0.0163,-0.0925,-0.0503,0.0056,-0.004,0.0021
8/9/22,0.0574,0.1043,0.0663,0.0718,0.0499,-0.0618,0.0199,0.0035,0.0479,0.0227,-0.0858,-0.0533,0.0048,-0.0023,0.0021
8/10/22,0.045,0.0773,0.0587,0.0631,0.0482,-0.0715,0.016,0.0026,0.0422,0.0244,-0.0934,-0.0412,0.0096,-0.0074,0.0023
8/11/22,0.0684,0.0963,0.0904,0.0932,0.0356,-0.0226,0.0129,0.0042,0.0427,0.0253,-0.0697,-0.0649,0.0022,-0.0006,0.0025
8/12/22,0.0828,0.1169,0.0991,0.0968,0.0865,-0.0319,0.0074,0.0025,0.0371,0.0341,-0.0437,-0.0772,-0.006,0.008,0.0026
8/16/22,0.0773,0.0938,0.1296,0.115,0.081,-0.037,0.011,0.0052,0.0595,0.0429,-0.0431,-0.0709,-0.0107,0.0139,0.0026
8/17/22,0.0718,0.0867,0.1342,0.1213,0.0949,-0.0253,0.0078,0.0044,0.0538,0.0416,-0.0532,-0.0669,-0.0107,0.0127,0.0028
8/18/22,0.0446,0.0669,0.0979,0.0793,0.0704,-0.028,0.0063,0.0034,0.0406,0.0279,-0.0714,-0.0429,0.003,-0.0012,0.0029
8/19/22,0.042,0.0418,0.1108,0.0838,0.0743,-0.0286,-0.0015,0.0019,0.0379,0.0262,-0.0824,-0.0397,0.0108,-0.0098,0.003
8/22/22,0.0162,0.0171,0.0562,0.0365,0.0408,-0.0014,-0.0014,0.0008,0.0248,0.0126,-0.0769,-0.0154,0.0224,-0.0206,0.0022
8/23/22,0.0034,-0.0066,0.0344,0.0146,0.029,-0.006,-0.0029,0,0.0163,0.0074,-0.0548,-0.0031,0.0271,-0.0247,0.0023
8/24/22,0.0075,0.0092,0.0346,0.0182,0.0257,-0.0267,-0.0082,0.0003,0.0176,0.013,-0.024,-0.0072,0.0254,-0.0218,0.0022
8/25/22,0.0154,0.0288,0.0562,0.0378,0.0284,-0.0299,-0.0278,-0.0048,0.0154,0.0182,0.0269,-0.0155,0.0181,-0.0166,0.0018
8/26/22,0.0123,0.0135,0.059,0.0356,0.0355,-0.0311,-0.0325,-0.0047,0.0196,0.0186,-0.0334,-0.0114,0.019,-0.0172,0.0016
8/29/22,-0.023,-0.0406,-0.0192,-0.0307,0.0044,-0.0159,-0.0429,-0.0111,-0.0008,-0.0271,-0.0174,0.022,0.04,-0.0364,0.0013
8/30/22,-0.0124,-0.0133,-0.0142,-0.0232,0.0152,-0.0164,-0.0423,-0.0103,-0.0004,-0.0207,0.0155,0.0115,0.0378,-0.0358,0.0015
8/31/22,-0.0048,-0.0017,-0.0228,-0.0228,0.012,-0.0145,-0.047,-0.0124,-0.0059,-0.0275,-0.031,0.0042,0.0317,-0.0284,0.0015
9/1/22,-0.0269,-0.0303,-0.0455,-0.0562,-0.0159,-0.02,-0.0466,-0.0112,-0.0238,-0.0356,-0.074,0.0283,0.0398,-0.0376,0.0015
9/2/22,-0.027,-0.0236,-0.0338,-0.0537,0.0022,-0.0123,-0.0483,-0.0114,-0.0202,-0.0434,-0.0516,0.0281,0.0459,-0.0417,0.0015
9/5/22,-0.045,-0.0879,-0.0544,-0.0764,-0.0148,-0.0123,-0.0398,-0.0089,-0.0205,-0.0468,0.0031,0.0478,0.0582,-0.0556,0.0011
9/6/22,-0.045,-0.0806,-0.0525,-0.0752,-0.014,-0.0038,-0.0428,-0.0103,-0.0243,-0.0422,0.0052,0.0478,0.0578,-0.055,0.0013
9/7/22,-0.0588,-0.0961,-0.0617,-0.0771,-0.0258,0.0024,-0.0456,-0.0095,-0.0247,-0.0539,-0.0334,0.0638,0.0691,-0.0624,0.0018
9/8/22,-0.0553,-0.0698,-0.0382,-0.0541,-0.0035,-0.0019,-0.0333,-0.0067,-0.0209,-0.0329,-0.0644,0.0561,0.0588,-0.0542,0.0018
9/13/22,-0.0368,-0.0408,-0.0206,-0.022,0.0056,0.0033,-0.0243,-0.0056,-0.0092,-0.0397,-0.0527,0.0365,0.0572,-0.0529,0.0016
9/14/22,-0.0558,-0.073,-0.0641,-0.047,-0.0207,-0.0033,-0.025,-0.0068,-0.0212,-0.0522,-0.0537,0.0569,0.0693,-0.0637,0.0016
9/15/22,-0.0611,-0.0808,-0.0626,-0.0447,-0.0202,-0.0125,-0.0358,-0.008,-0.0262,-0.0601,-0.0447,0.0644,0.0732,-0.066,0.0017
9/16/22,-0.0702,-0.0977,-0.0968,-0.0731,-0.0427,-0.0291,-0.0471,-0.0127,-0.0384,-0.0701,-0.0252,0.0741,0.0638,-0.0611,0.0016
9/19/22,-0.0631,-0.0887,-0.0967,-0.0673,-0.0473,-0.0378,-0.0364,-0.0085,-0.0324,-0.0541,-0.0475,0.0657,0.0532,-0.0481,0.0013
9/20/22,-0.0599,-0.0798,-0.0847,-0.0661,-0.0418,-0.0397,-0.0378,-0.0094,-0.0337,-0.0494,-0.0392,0.0614,0.0506,-0.0464,0.0013
9/21/22,-0.0686,-0.0891,-0.0978,-0.08,-0.0538,-0.0425,-0.0439,-0.0104,-0.032,-0.0477,-0.0372,0.0731,0.0549,-0.0487,0.0014
9/22/22,-0.0666,-0.0763,-0.1026,-0.0664,-0.0528,-0.0623,-0.0485,-0.0135,-0.028,-0.0506,-0.051,0.069,0.0564,-0.0515,0.0014
9/23/22,-0.0663,-0.0812,-0.0902,-0.0543,-0.0452,-0.0561,-0.0565,-0.0157,-0.0265,-0.0371,-0.0783,0.0681,0.0486,-0.0459,0.0009
9/26/22,-0.1039,-0.144,-0.1267,-0.1019,-0.0739,-0.0368,-0.0515,-0.0165,-0.041,-0.0707,-0.1658,0.1144,0.0775,-0.0704,0.001
9/27/22,-0.1023,-0.1285,-0.1193,-0.0835,-0.0689,-0.0359,-0.0443,-0.014,-0.0406,-0.0719,-0.1609,0.1112,0.0707,-0.0663,0.0009
9/28/22,-0.1243,-0.1574,-0.1344,-0.1132,-0.0834,-0.042,-0.0477,-0.0155,-0.0523,-0.0805,-0.1688,0.1375,0.0839,-0.0774,0.0009
9/29/22,-0.1024,-0.1204,-0.083,-0.0742,-0.0533,-0.0399,-0.0397,-0.0123,-0.032,-0.0483,-0.1291,0.1118,0.0681,-0.0637,0.0011
9/30/22,-0.116,-0.1547,-0.0983,-0.0813,-0.0788,-0.0271,-0.0314,-0.0105,-0.0367,-0.041,-0.1582,0.1285,0.0649,-0.0589,0.0015
10/4/22,-0.0755,-0.1043,-0.0633,-0.0319,-0.0153,-0.0225,-0.0211,-0.0046,-0.012,0,-0.0429,0.077,0.0468,-0.0447,0.0017
10/5/22,-0.0753,-0.1099,-0.0422,0.0004,-0.0126,-0.001,-0.0296,-0.0085,-0.012,0.0066,-0.026,0.0781,0.0292,-0.0282,0.0017
10/6/22,-0.0651,-0.0907,-0.0398,0.0075,-0.0008,-0.0099,-0.0302,-0.0073,-0.006,0.0004,-0.0114,0.0669,0.0242,-0.0216,0.002
10/7/22,-0.0549,-0.0941,-0.0478,-0.0142,-0.0011,-0.0391,-0.0354,-0.0104,0.0004,0.0062,0.0356,0.0549,0.0215,-0.0212,0.0015
10/11/22,-0.076,-0.1466,-0.1003,-0.0507,-0.0367,-0.0647,-0.0513,-0.014,-0.0102,-0.0322,0.0956,0.0822,0.042,-0.0392,0.0013
10/12/22,-0.0681,-0.1387,-0.0962,-0.0503,-0.0477,-0.0643,-0.037,-0.0094,-0.0188,-0.0301,0.0811,0.0722,0.0339,-0.0326,0.0008
10/13/22,-0.111,-0.1796,-0.1358,-0.0985,-0.0779,-0.0843,-0.0451,-0.0125,-0.034,-0.0348,-0.0084,0.1253,0.0426,-0.0408,0.0009
10/14/22,-0.071,-0.1121,-0.0654,-0.0425,-0.0222,-0.0606,-0.0416,-0.0112,-0.0221,-0.0203,0.0189,0.0751,0.0288,-0.0279,0.0009
10/17/22,-0.0585,-0.0942,-0.069,-0.0386,-0.0175,-0.0237,-0.0316,-0.0095,-0.0202,-0.0072,0.0118,0.059,0.0344,-0.0304,0.0008
10/18/22,-0.0463,-0.0705,-0.0365,-0.0119,-0.0047,-0.0314,-0.0369,-0.0089,-0.0086,-0.005,0.0129,0.045,0.0251,-0.0219,0.0008
10/19/22,-0.0473,-0.0668,-0.0343,-0.0029,-0.0036,-0.0456,-0.0433,-0.012,-0.0112,-0.0153,-0.0119,0.0477,0.025,-0.025,0.0006
10/20/22,-0.0598,-0.096,-0.0593,-0.0086,-0.0218,-0.0462,-0.0439,-0.0121,-0.0064,-0.0278,0.0129,0.0609,0.032,-0.0304,0.0006
10/21/22,-0.049,-0.0895,-0.0542,-0.0038,-0.0121,-0.0444,-0.0563,-0.0143,-0.0077,-0.0353,-0.0021,0.0484,0.0339,-0.0335,0.0004
10/24/22,-0.0176,-0.0269,0.0013,0.0215,0.0019,-0.0668,-0.0254,-0.0059,0.0022,-0.0139,0.0243,0.0164,0.0232,-0.0216,0.0007
10/25/22,-0.0161,-0.0293,0.0133,0.0384,0.0125,-0.0781,-0.018,-0.0039,0.003,-0.0161,0.032,0.0145,0.0196,-0.0179,0.0007
10/26/22,0.0155,0.01,0.0415,0.0769,0.0451,-0.0716,0.0081,0.0003,0.0144,0.0128,0.1041,-0.0179,-0.0031,0.0025,0.0011
10/27/22,0.0313,0.0168,0.0404,0.0618,0.0403,-0.0661,-0.002,-0.0007,0.0187,0.0151,0.1353,-0.0331,-0.0028,0.0031,0.0012
10/28/22,0.0436,0.0357,0.0396,0.0907,0.0429,-0.0833,0.0096,-0.0002,0.0335,0.0213,0.1485,-0.0424,-0.0121,0.0132,0.0011
10/31/22,0.0635,0.0554,0.0652,0.0955,0.073,-0.1094,-0.0083,-0.0037,0.0245,-0.0176,0.0849,-0.0615,-0.0043,0.0044,0.0005
11/1/22,0.0796,0.0595,0.0666,0.1087,0.0762,-0.0942,-0.0013,-0.0021,0.0201,-0.0167,0.0951,-0.0753,-0.0094,0.0094,0.0006
11/2/22,0.0777,0.0503,0.0572,0.1157,0.073,-0.0747,-0.0005,-0.0023,0.028,-0.0117,0.1144,-0.0735,-0.0079,0.0088,0.0005
11/3/22,0.0717,0.0374,0.0297,0.085,0.0797,-0.0845,-0.0041,-0.0045,0.0254,-0.0221,0.1133,-0.068,-0.0039,0.0044,0.0006
11/4/22,0.0555,-0.0084,0.0025,0.0693,0.0089,-0.0469,-0.0092,-0.0074,0.0048,-0.037,0.0853,-0.0536,-0.002,0.0037,0.0002
11/7/22,0.0589,0.018,0.0104,0.0877,0.0108,-0.0529,-0.001,-0.0054,0.0026,-0.0254,0.0458,-0.0578,-0.0076,0.0062,-0.0005
11/8/22,0.0742,0.0425,0.0205,0.0958,0.0313,-0.0691,0.0016,-0.0041,-0.0052,-0.0268,0.0458,-0.071,-0.0207,0.0185,-0.0004
11/9/22,0.0849,0.0405,0.0249,0.0983,0.0166,-0.0892,0.0069,-0.003,-0.0052,-0.004,0.0198,-0.0805,-0.033,0.0328,-0.0003
11/10/22,0.0713,0.023,0.0071,0.0945,0.0147,-0.0941,0.0132,-0.0014,-0.0021,-0.004,-0.0125,-0.0701,-0.0251,0.026,0
11/11/22,0.1375,0.1206,0.1038,0.1624,0.0546,-0.048,0.0369,0.0049,0.0151,0.0509,-0.0081,-0.126,-0.0803,0.0841,0.0007
11/14/22,0.1118,0.0711,0.0721,0.1381,0.0369,-0.0521,0.0253,0.0012,0.0248,0.0513,0.0072,-0.1029,-0.0693,0.075,0.0008
11/15/22,0.1149,0.1037,0.0725,0.1457,0.0346,-0.0422,0.0298,0.0031,0.0287,0.0567,-0.0237,-0.1048,-0.0756,0.0819,0.0009
11/16/22,0.1128,0.0956,0.0772,0.1461,0.0377,-0.0397,0.0269,0.0018,0.0213,0.0589,-0.0155,-0.1039,-0.0701,0.075,0.0011
11/17/22,0.0974,0.0909,0.0951,0.1503,0.0384,-0.049,0.0333,0.0029,0.0293,0.0655,-0.0011,-0.0925,-0.0662,0.0728,0.0013
11/18/22,0.081,0.0494,0.0497,0.1267,0.0239,-0.0444,0.0405,0.0022,0.0225,0.0622,-0.0276,-0.0775,-0.0573,0.0579,0.0013
11/21/22,0.0899,0.0678,0.0789,0.1418,0.0419,-0.0291,0.0757,0.0089,0.0229,0.0742,-0.043,-0.0857,-0.0574,0.0605,0.0019
11/22/22,0.0821,0.0555,0.0781,0.1443,0.055,-0.026,0.0753,0.0087,0.0177,0.071,-0.043,-0.0772,-0.0574,0.0599,0.0019
11/23/22,0.0894,0.0835,0.0913,0.1485,0.055,-0.0281,0.0746,0.0078,0.0264,0.0677,-0.0301,-0.0847,-0.0605,0.0618,0.0021
11/24/22,0.0894,0.0666,0.0669,0.1326,0.0556,-0.0168,0.0717,0.0095,0.0281,0.0563,-0.0678,-0.0837,-0.0758,0.0793,0.0028
11/25/22,0.0833,0.0569,0.0552,0.1187,0.0363,-0.0043,0.0645,0.0074,0.0285,0.0601,-0.0673,-0.079,-0.0745,0.0784,0.003
11/28/22,0.0583,0.0256,0.0532,0.1069,0.0456,-0.0145,0.0479,0.0071,0.0179,0.0526,-0.1417,-0.0559,-0.0546,0.0572,0.0032
11/29/22,0.0703,0.0458,0.0475,0.1057,0.039,0.0242,0.0423,0.0054,0.012,0.053,-0.0972,-0.0665,-0.0637,0.0672,0.0033
11/30/22,0.0864,0.0419,0.043,0.1073,0.0351,0.0156,0.044,0.0067,0.012,0.053,-0.0941,-0.079,-0.0692,0.0759,0.0034
12/1/22,0.0607,0.0513,0.0433,0.1059,0.0224,0.0383,0.0417,0.0066,0.0184,0.0811,-0.0776,-0.0566,-0.0802,0.0862,0.0037
12/2/22,0.0389,0.0356,0.0481,0.0884,0.0079,0.0042,0.0482,0.0084,0.02,0.0875,-0.0864,-0.0367,-0.0812,0.0875,0.0041
12/5/22,0.0323,0.058,0.0836,0.1084,0.0248,0.0026,0.0522,0.0098,0.0341,0.0933,-0.0978,-0.0308,-0.0871,0.0938,0.0044
12/6/22,0.0192,0.0367,0.0658,0.1024,0.0272,0.0251,0.056,0.0101,0.0276,0.0714,-0.129,-0.0189,-0.0681,0.0739,0.0046
12/7/22,0.0028,0.0231,0.0412,0.0698,0.0131,0.0253,0.0633,0.0112,0.0124,0.0554,-0.1723,-0.002,-0.0541,0.0596,0.0045
12/8/22,-0.0115,-0.0029,0.0282,0.0565,-0.0094,0.0395,0.0597,0.0103,0.022,0.0649,-0.1902,0.0122,-0.0435,0.0479,0.0048
12/9/22,-0.0098,0.0091,0.0341,0.0621,0.0185,0.0715,0.0558,0.0089,0.0315,0.0463,-0.1808,0.0103,-0.0444,0.0485,0.0048
12/12/22,-0.042,-0.0393,-0.0162,0.0111,-0.009,0.051,0.033,0.0046,0.0161,0.0124,-0.181,0.0477,-0.0068,0.0098,0.004
12/13/22,-0.0428,-0.0383,-0.0008,0.0174,-0.0056,0.0425,0.0308,0.0037,0.0161,0.0111,-0.1554,0.0477,-0.0094,0.0133,0.0041
12/14/22,-0.0258,-0.0037,0.0122,0.0301,0.0069,0.0277,0.0404,0.0067,0.0144,0.0248,-0.1453,0.0295,-0.0199,0.0233,0.0043
12/15/22,-0.0446,-0.0508,0.0032,0.0155,-0.0011,0.015,0.0362,0.0055,0.019,0.0085,-0.1035,0.0485,-0.0094,0.0098,0.0045
12/16/22,-0.0473,-0.0558,-0.0274,-0.0133,-0.0136,0.016,0.0427,0.0078,0.0213,0,-0.1215,0.0527,-0.0131,0.0151,0.0045
12/19/22,-0.0323,-0.0354,-0.0248,-0.0221,-0.0269,0.0094,0.0325,0.0079,0.0114,0.0124,-0.0928,0.0373,-0.0243,0.03,0.0044
12/20/22,-0.0403,-0.0546,-0.0427,-0.0324,-0.0446,-0.023,0.0154,0.0071,0.0072,0.0115,-0.0852,0.0467,-0.0327,0.0371,0.0045
12/21/22,-0.0353,-0.0291,-0.033,-0.0184,-0.0603,-0.0163,0.0146,0.0075,0.0072,0.0363,-0.0505,0.0412,-0.0501,0.0553,0.0042
12/22/22,-0.0157,0.0101,-0.0193,-0.0059,-0.0593,-0.0199,0.0215,0.0096,0.0157,0.0403,-0.0236,0.0194,-0.0575,0.0631,0.0045
12/23/22,-0.0391,-0.0541,-0.0477,-0.0234,-0.0667,-0.0231,0.0167,0.0111,0.0063,0.0295,-0.0432,0.0453,-0.0503,0.057,0.0046
12/26/22,-0.0427,-0.0426,-0.0495,-0.0309,-0.0602,0.0005,-0.0023,0.0078,0.0017,0.021,0.0023,0.0496,-0.0356,0.039,0.0038
12/27/22,-0.0359,-0.0309,-0.0445,-0.0283,-0.0571,0.0096,0.0002,0.0078,-0.0029,0.0245,0.0172,0.0434,-0.0368,0.0425,0.004
12/28/22,-0.0355,-0.0322,-0.0448,-0.0299,-0.0671,0.0201,-0.0077,0.0078,-0.0038,0.0293,0.0602,0.0408,-0.051,0.0571,0.0042
12/29/22,-0.0635,-0.0674,-0.0517,-0.042,-0.0713,-0.0201,-0.0043,0.0098,0.0013,0.0276,-0.0034,0.0722,-0.0448,0.0507,0.0044
1/2/23,-0.0674,-0.075,-0.0609,-0.0476,-0.0807,-0.0132,-0.0173,0.0047,-0.0117,0.0243,-0.0189,0.0751,-0.019,0.0211,0.0037
1/3/23,-0.0674,-0.0707,-0.0562,-0.0354,-0.054,-0.001,-0.0051,0.0094,-0.0104,0.0193,-0.0156,0.0751,-0.0203,0.024,0.004
1/4/23,-0.0477,-0.0651,-0.061,-0.0242,-0.0702,-0.0004,0.0001,0.0112,-0.0113,0.0226,-0.0567,0.0525,-0.0185,0.0217,0.0044
1/5/23,-0.037,-0.0801,-0.0552,-0.0022,-0.0692,-0.0033,0.0006,0.0124,-0.0054,0.0234,-0.0827,0.0431,-0.0152,0.0187,0.0045
1/6/23,-0.0142,-0.0449,-0.0471,0.0054,-0.0659,-0.0206,-0.0027,0.0124,0.0059,0.0354,-0.0451,0.0193,-0.0348,0.0382,0.0046
1/9/23,0.0064,-0.0295,-0.0185,0.0236,-0.0636,-0.0187,0.0027,0.0154,0.0109,0.0434,0.0374,-0.0031,-0.0405,0.0468,0.0045
1/10/23,0.0077,-0.049,-0.0235,0.0254,-0.0606,-0.0141,0.0052,0.0163,0.0121,0.04,0.0324,-0.0041,-0.0409,0.0451,0.0047
1/11/23,0.0094,-0.0247,-0.0153,0.0342,-0.0534,-0.009,0.0084,0.0185,0.0109,0.0459,0.0312,-0.0061,-0.0401,0.0445,0.0048
1/12/23,0.0187,-0.0106,0.0075,0.0531,-0.0501,-0.0031,0.0084,0.0192,0.0142,0.0508,0.0699,-0.0162,-0.0442,0.0493,0.0051
1/13/23,0.0269,-0.0168,-0.0073,0.0503,-0.0649,0.0189,0.0195,0.0218,0.0192,0.0576,0.0448,-0.0233,-0.0434,0.048,0.0051
1/16/23,0.0458,-0.0019,0.0236,0.0889,-0.0598,0.0354,0.0034,0.0193,0.0163,0.073,0.0441,-0.042,-0.0498,0.0573,0.0047
1/17/23,0.0375,-0.0218,0.0206,0.0848,-0.0466,0.0287,-0.0017,0.0191,0.0158,0.0688,0.0477,-0.033,-0.0468,0.0533,0.0049
1/18/23,0.0308,-0.0194,0.0231,0.0915,-0.0246,0.0271,0.0076,0.0202,0.0083,0.0641,0.0715,-0.027,-0.0476,0.055,0.005
1/19/23,0.037,-0.016,0.015,0.0905,-0.0202,0.0384,0.02,0.0243,0.0239,0.0612,0.0469,-0.034,-0.0507,0.0565,0.0055
1/20/23,0.0526,0.0074,0.0299,0.0949,0.0065,0.0841,0.0304,0.0242,0.0231,0.0731,0.0656,-0.0486,-0.0403,0.0459,0.0056
1/25/23,0.0766,0.0373,0.0445,0.0823,0.0428,0.1112,0.0309,0.0231,0.0201,0.0726,0.0278,-0.0689,-0.0337,0.0393,0.0052
1/26/23,0.0898,0.0342,0.0449,0.0922,0.0401,0.115,0.0364,0.0231,0.0138,0.0791,0.0149,-0.0818,-0.0312,0.037,0.0055
1/27/23,0.0907,0.0208,0.0449,0.0912,0.0363,0.1151,0.0301,0.0235,0.0269,0.0625,0.0124,-0.0833,-0.029,0.0329,0.0055
1/30/23,0.1061,0.0576,0.069,0.1048,0.0547,0.0964,0.0434,0.0234,0.0274,0.0641,0.0069,-0.0943,-0.0257,0.0305,0.0051
1/31/23,0.089,0.0626,0.059,0.1006,0.0541,0.0872,0.0362,0.0246,0.0253,0.0553,-0.0184,-0.0799,-0.0221,0.0266,0.0051
2/1/23,0.1008,0.0854,0.0723,0.109,0.0538,0.0888,0.0436,0.0263,0.0223,0.0624,0.0034,-0.0905,-0.0221,0.0272,0.0054
2/2/23,0.1193,0.1203,0.0767,0.1061,0.0772,0.07,0.0527,0.0305,0.0312,0.0507,-0.0374,-0.1053,-0.0382,0.0442,0.0058
2/3/23,0.1239,0.1187,0.0769,0.1014,0.0503,0.05,0.0462,0.0279,0.0304,0.0362,-0.052,-0.1081,-0.0282,0.034,0.0056
2/6/23,0.0558,0.0921,0.0769,0.0603,0.0639,0.0217,0.0253,0.0216,0.0184,0.0186,-0.0145,-0.0517,-0.0088,0.0145,0.0043
2/7/23,0.0624,0.1181,0.076,0.0617,0.0679,0.03,0.0241,0.0221,0.0188,0.0157,0.0085,-0.0577,-0.0066,0.0117,0.0045
2/8/23,0.0789,0.1286,0.0886,0.0718,0.0648,0.0238,0.0223,0.0216,0.0109,0.0177,0.0327,-0.0726,-0.0031,0.0089,0.0046
2/9/23,0.0472,0.1186,0.0562,0.0472,0.0582,0.0408,0.013,0.0198,0.0012,-0.0032,0.0385,-0.0429,0.0157,-0.0142,0.0045
2/10/23,0.0432,0.1256,0.0471,0.0436,0.0594,0.0293,0.0096,0.0196,0.007,-0.0113,0.035,-0.0379,0.0207,-0.0147,0.0044
2/13/23,0.0248,0.1031,0.0248,0.0118,0.0539,0.0273,-0.0082,0.0133,-0.0066,-0.02,0.007,-0.0207,0.031,-0.0256,0.0036
2/14/23,0.0309,0.1177,0.039,0.0264,0.0611,0.0182,-0.0046,0.0141,-0.0053,-0.0216,0.0139,-0.0269,0.0247,-0.0196,0.0036
2/15/23,0.0114,0.0962,0.0347,0.0239,0.0468,0.0202,-0.0098,0.0136,-0.0061,-0.0292,-0.0012,-0.0083,0.0364,-0.03,0.0036
2/16/23,0.0233,0.1329,0.038,0.0305,0.0746,0.0035,-0.005,0.0144,-0.007,-0.0467,-0.0023,-0.0199,0.0429,-0.0374,0.0036
2/17/23,0.0224,0.1311,0.0202,0.0258,0.0523,0.0005,-0.0118,0.0104,-0.009,-0.0489,-0.025,-0.0197,0.0522,-0.0451,0.0033
2/20/23,0.0195,0.1552,0.0437,0.0393,0.0383,0.0194,-0.0238,0.0072,-0.0099,-0.0476,-0.0482,-0.0167,0.0515,-0.0445,0.0025
2/21/23,0.018,0.1606,0.0397,0.0352,0.0338,0.0194,-0.0212,0.0069,-0.0152,-0.05,-0.0571,-0.0156,0.051,-0.0461,0.0024
2/22/23,0.0004,0.1332,0.0241,0.023,0.0221,0.0164,-0.026,0.0065,-0.0247,-0.0512,-0.0627,0.0021,0.0587,-0.0526,0.0024
2/23/23,0.013,0.1361,0.0259,0.0296,0.0221,0.008,-0.0218,0.0076,-0.0144,-0.0547,-0.0851,-0.0104,0.0533,-0.0472,0.0027
2/24/23,0.004,0.1254,0.0257,0.0348,0.0338,-0.0045,-0.0177,0.0085,-0.0099,-0.0575,-0.0627,-0.0021,0.0596,-0.0521,0.0029
2/27/23,-0.0413,0.0885,-0.0196,-0.0034,0.0046,-0.037,-0.0222,0.0051,-0.0148,-0.0635,-0.0701,0.0465,0.077,-0.0692,0.0023
2/28/23,-0.0386,0.1145,-0.0162,0.0188,0.0062,-0.0288,-0.035,0.0037,-0.0148,-0.0616,-0.069,0.0432,0.0784,-0.0692,0.0022
3/2/23,-0.0265,0.0537,-0.048,0.0089,0.0054,0.0357,-0.0463,-0.0045,-0.0131,-0.0643,0.0059,0.0289,0.0804,-0.0717,0.0012
3/3/23,-0.0283,0.0825,-0.0433,0.0119,0.0181,0.0359,-0.0471,-0.0044,-0.0139,-0.0421,0.0238,0.03,0.0593,-0.0561,0.0011
